,Country,Target,Year,avg_prob_not_aligned,avg_prob_aligned,avg_prob_neutral_irrelevant,avg_confidence,count
329,Costa Rica,US,2018,0.0008202679,0.86136913,0.13781057,0.86136913,1
330,Croatia,EU,2002,0.005214362365217391,0.11422363392173912,0.8805620095652174,0.8867200639130435,23
331,Croatia,EU,2005,0.003149841213030303,0.4151722890787879,0.5816778698181818,0.7608352839393939,33
332,Croatia,EU,2013,0.002576548247272727,0.1415994772121212,0.8558239731515151,0.8934494881818181,66
333,Croatia,EU,2015,0.02007713581525,0.032449722402500006,0.9474731335,0.9556261380000001,40
334,Croatia,EU,2017,0.004171163823870968,0.14223894680645163,0.8535898922580645,0.8708469719354839,31
335,Croatia,NATO,2002,0.005209438723043478,0.15921378104347825,0.8355767747826086,0.8848872560869566,23
336,Croatia,NATO,2005,0.003367018424246575,0.47767640147945206,0.5189565874794521,0.780352467260274,73
337,Croatia,NATO,2013,0.002427117203559322,0.1984511757118644,0.7991217072033899,0.8275777413559322,118
338,Croatia,NATO,2015,0.004595438456896551,0.06056071125517241,0.9348438505747128,0.9348438505747128,87
339,Croatia,NATO,2017,0.0030271820211764705,0.2663296600588235,0.7306431582352941,0.8343540864705883,17
340,Croatia,US,2002,0.0407061648,0.08308551,0.8762083350000001,0.8762083350000001,2
341,Czech,CHINA,1995,0.007983305,0.038359992,0.95365673,0.95365673,1
342,Czech,EU,1995,0.004459643225,0.1812357895,0.81430459125,0.81699503875,8
343,Czech,EU,1997,0.00083821051,0.538557675,0.4606041775,0.884814035,2
344,Czech,EU,1999,0.0018825537781818182,0.44630769972727274,0.5518097327272727,0.7328709281818182,11
345,Czech,EU,2001,0.004811250531428572,0.5471325562380953,0.4480561997142857,0.8092661423809524,21
346,Czech,EU,2002,0.001701237126666667,0.5744529783333333,0.4238458166666667,0.7551791733333334,6
347,Czech,EU,2004,0.0024004132196774196,0.4113101646774193,0.5862894306451614,0.795115504516129,31
348,Czech,EU,2008,0.003001771187,0.4543200008,0.5426782304,0.777093418,10
349,Czech,EU,2011,0.005842696685194805,0.405720442,0.5884368675324676,0.8128429428571429,77
350,Czech,EU,2012,0.0008024241120000001,0.720048206,0.27914933799999997,0.8771168599999999,5
351,Czech,EU,2015,0.013652840404878049,0.1322068127317073,0.8541403529268293,0.8649027885365853,41
352,Czech,EU,2017,0.070641067813125,0.1319636890625,0.79739524,0.84939139125,16
353,Czech,EU,2018,0.0016354509366666669,0.6657574166666667,0.33260718466666667,0.9214589233333333,3
354,Czech,NATO,1995,0.002914918413030303,0.47827498321212125,0.5188101113636364,0.7955159281818182,33
355,Czech,NATO,1997,0.00039050141600000004,0.555315678,0.44429381960000003,0.75973517,5
356,Czech,NATO,1999,0.002142704469310345,0.43535254037931037,0.5625047543793104,0.8008085103448276,29
357,Czech,NATO,2001,0.0023222604785,0.5928876425,0.40479009489999995,0.8286823545,20
358,Czech,NATO,2002,0.0014158400939285715,0.5772099377500001,0.42137423307142857,0.8146457185714285,28
359,Czech,NATO,2004,0.002743196735675676,0.29112354534504503,0.7061332600630631,0.8483525215315315,111
360,Czech,NATO,2008,0.0016498727854545453,0.57272838,0.42562175436363636,0.8288056436363637,11
361,Czech,NATO,2011,0.0038453337259259255,0.4913029421851852,0.5048517138611112,0.8425830747222222,108
362,Czech,NATO,2012,0.0005338565539999999,0.7402047546999999,0.25926141669999997,0.8284775379999999,10
363,Czech,NATO,2015,0.010277266414285715,0.2015158111142857,0.78820694,0.8315031608571429,35
364,Czech,NATO,2017,0.030084157913333336,0.15019769694444443,0.819718135,0.8684308205555555,18
365,Czech,NATO,2018,0.001365941222,0.594107749,0.4045262868,0.932191216,5
366,Czech,RUSSIA,1995,0.03665967655,0.5068100575000001,0.45653029500000003,0.66919525,4
367,Czech,RUSSIA,2001,0.069745484,0.0382410515,0.892013425,0.892013425,2
368,Czech,RUSSIA,2011,0.029661527416666666,0.122669356,0.8476691266666667,0.8476691266666667,6
369,Czech,RUSSIA,2017,0.7005221175,0.026235254450000002,0.2732426025,0.7242390974999999,4
370,Czech,US,1995,0.0018184978299999998,0.565413715,0.43276775875,0.8456964375,4
371,Czech,US,1999,0.00035804854,0.947759,0.051883005,0.947759,1
372,Czech,US,2002,0.00043781378,0.92068464,0.07887756,0.92068464,1
373,Czech,US,2011,0.0037649905475,0.513800305,0.48243470024999996,0.9235967425,4
374,Czech,US,2012,0.003678091,0.54319906,0.45312288,0.54319906,1
375,Czech,US,2015,0.18155688095000003,0.45514969850000003,0.36329345700000004,0.7400967,2
376,Denmark,CHINA,2008,0.03467726,0.13792774,0.827395,0.827395,1
377,Denmark,CHINA,2016,0.04628112367121212,0.047680510343939386,0.906038361969697,0.9170444303030303,66
378,Denmark,CHINA,2019,0.18195381846,0.501348332,0.3166978335,0.749371732,10
379,Denmark,CHINA,2022,0.30488299,0.043407829333333335,0.6517091833333334,0.8051737166666667,3
380,Denmark,EU,2004,0.0030770958,0.39023311499999996,0.60668979,0.740494638,5
381,Denmark,EU,2008,0.018150254466666668,0.21357212283333335,0.76827762,0.8154723166666668,6
382,Denmark,EU,2010,0.0013635361,0.68622535,0.31241116,0.68622535,1
383,Denmark,EU,2012,0.009307162,0.0193836735,0.97130915,0.97130915,2
384,Denmark,EU,2016,0.009289031659789473,0.04953171677421052,0.9411792525789474,0.9443326861578947,190
385,Denmark,EU,2017,0.012649374573333332,0.08328531066666667,0.9040653333333334,0.9040653333333334,6
386,Denmark,EU,2018,0.00069985755,0.219582055,0.7797181,0.7797181,2
387,Denmark,EU,2019,0.007987279699722221,0.6391896269999999,0.35282310375,0.7570432083333334,36
388,Denmark,EU,2022,0.0042988327,0.020826457,0.97487473,0.97487473,1
389,Denmark,NATO,2004,0.0014540034347619048,0.5155229871428572,0.48302300023809525,0.7253327771428572,21
390,Denmark,NATO,2008,0.0487113521625,0.3304981224,0.6207905322,0.8484071285000001,20
391,Denmark,NATO,2010,0.001880248243333333,0.4104712833333333,0.5876484233333333,0.8731346433333332,3
392,Denmark,NATO,2012,0.002495692206875,0.130937037625,0.866567279375,0.891744096875,16
393,Denmark,NATO,2016,0.00531369291317647,0.09075996949294118,0.9039263332941176,0.9126080343529411,85
394,Denmark,NATO,2018,0.00161887875,0.24927762893333333,0.7491034993333333,0.7795398393333334,15
395,Denmark,NATO,2019,0.015724313433636363,0.6218397597272727,0.3624359222727273,0.757624790909091,11
396,Denmark,NATO,2022,0.06365869425555555,0.12519374488888887,0.8111475677777777,0.8111475677777777,9
397,Denmark,RUSSIA,2008,0.0270757615,0.53570937,0.43721478999999996,0.53570937,2
398,Denmark,RUSSIA,2010,0.0067087137,0.6647403,0.3285509,0.6647403,1
399,Denmark,RUSSIA,2012,0.005278621433333333,0.2316371896666667,0.76308418,0.7740161799999999,3
400,Denmark,RUSSIA,2016,0.14221172460502512,0.02711337107839196,0.8306749048944724,0.8895007263819095,199
401,Denmark,RUSSIA,2017,0.017021516,0.01647107,0.96650743,0.96650743,1
402,Denmark,RUSSIA,2018,0.7088351,0.064059995,0.22710487,0.7088351,1
403,Denmark,RUSSIA,2019,0.9523511060000001,0.01041364314,0.037235250586666664,0.9523511060000001,15
404,Denmark,RUSSIA,2022,0.6830839853333334,0.021653425726666668,0.29526258623333335,0.9058288593333333,15
405,Denmark,US,2008,0.27319901956666665,0.2893846036666667,0.43741636666666667,0.7524360233333334,6
406,Denmark,US,2010,0.000483583,0.6339715,0.36554497,0.6339715,1
407,Denmark,US,2012,0.0012812359,0.141856567,0.85686215,0.85686215,2
408,Denmark,US,2016,0.011629643890294118,0.12521560637941176,0.8631547391176471,0.9001433617647059,34
409,Denmark,US,2017,0.0012307424,0.009293149,0.9894761,0.9894761,1
410,Denmark,US,2019,0.89298916,0.018309113,0.08870176,0.89298916,1
411,Denmark,US,2022,0.0036545329999999997,0.29162300333333335,0.7047224999999999,0.7047224999999999,3
412,EU,CHINA,2003,0.008937082,0.49631028,0.4947526,0.7945432,2
413,EU,CHINA,2008,0.0157136365,0.425335585,0.5589507825,0.684542435,4
414,EU,CHINA,2016,0.03302996336666667,0.6461635713333332,0.320806444,0.8730463633333333,3
415,EU,CHINA,2022,0.38767402,0.3892170205,0.2231089625,0.657761525,4
416,EU,EU,2003,0.018415765140714285,0.15587326848214286,0.8257109571428571,0.8301956135714287,28
417,EU,EU,2006,0.004523157620408163,0.07181612698367347,0.9236607162244899,0.9274569893877551,98
418,EU,EU,2008,0.004020238610465116,0.1993551561860465,0.7966246139534885,0.8240864353488373,43
419,EU,EU,2016,0.004194583684263565,0.19829075831007753,0.7975146534108527,0.813402996744186,129
420,EU,EU,2022,0.0054805601366875,0.21961331515625,0.7749061313125,0.8022748434375,160
421,EU,NATO,2003,0.0014477653300000001,0.308689865,0.68986238,0.68986238,2
422,EU,NATO,2006,0.012271785652941177,0.172991582,0.8147366341176471,0.8391003829411765,17
423,EU,NATO,2008,0.0009711294,0.6633642333333333,0.33566462333333336,0.7893725933333333,3
424,EU,NATO,2016,0.0019913498322222225,0.5940531044444444,0.40395554933333333,0.7893849422222222,9
425,EU,NATO,2022,0.0012656880215,0.694261768,0.3044725255,0.7575453464999999,20
426,EU,RUSSIA,2003,0.01891583608,0.487496088,0.493588092,0.773779006,5
427,EU,RUSSIA,2006,0.7961112,0.026946932,0.17694187,0.7961112,1
428,EU,RUSSIA,2008,0.32702077547999997,0.30884756620000003,0.364131648,0.754994952,5
429,EU,RUSSIA,2016,0.6167315156666667,0.24147030466666666,0.14179819066666668,0.8257468233333333,3
430,EU,RUSSIA,2022,0.9831084357894738,0.004019822668421053,0.012871747105263159,0.9831084357894738,19
431,EU,US,2003,0.00135777586,0.749602448,0.24903977399999996,0.749602448,5
432,EU,US,2006,0.0060871718,0.0130204845,0.9808923350000001,0.9808923350000001,2
433,EU,US,2008,0.000745369785,0.85607235,0.14318226,0.85607235,2
434,EU,US,2016,0.0028859215199999997,0.6497319850000001,0.347382165,0.717281735,2
435,EU,US,2022,0.000708259772,0.901400508,0.0978912042,0.901400508,5
436,Ecuador,CHINA,2014,0.0353946545,0.374130945,0.59047435,0.750822095,2
437,Ecuador,CHINA,2018,0.017427318283333333,0.5620415449999999,0.42053114449999995,0.8421847716666666,6
438,Ecuador,CHINA,2019,0.026950402722222225,0.12392082822222222,0.8491287811111111,0.8583469833333334,9
439,Ecuador,EU,2006,0.0053348327,0.39897014,0.59569501,0.827063075,2
440,Ecuador,EU,2014,0.017995254,0.0192202925,0.9627844,0.9627844,2
441,Ecuador,EU,2018,0.016485751766666668,0.37357997833333334,0.6099342746666666,0.9336036633333333,3
442,Ecuador,EU,2019,0.01327856025,0.0242864045,0.9624350375,0.9624350375,4
443,Ecuador,NATO,2006,0.022045748,0.059103806,0.9188504,0.9188504,1
444,Ecuador,NATO,2014,0.008450433,0.026702464,0.964847,0.964847,1
445,Ecuador,NATO,2019,0.027262754333333333,0.026986087000000002,0.94575117,0.94575117,3
446,Ecuador,RUSSIA,2014,0.044532724,0.44832528,0.50714195,0.50714195,1
447,Ecuador,RUSSIA,2018,0.002224388,0.94201934,0.05575622,0.94201934,1
448,Ecuador,RUSSIA,2019,0.029479547340000002,0.27198314,0.698537308,0.7443029400000001,5
449,Ecuador,US,2006,0.015952265657142858,0.207867674,0.7761800871428572,0.7761800871428572,7
450,Ecuador,US,2008,0.1368920241,0.09245905533636364,0.7706489104545454,0.8332533795454545,22
451,Ecuador,US,2014,0.36191926294999993,0.04418902275,0.5938917266666667,0.8226887483333334,6
452,Ecuador,US,2018,0.000678424796,0.8036223299999999,0.19569923839999998,0.88155844,5
453,Ecuador,US,2019,0.028775092670000002,0.089374577,0.881850335,0.881850335,10
454,Estonia,EU,2001,0.002274244676976744,0.4788093210930233,0.5189164335581395,0.7608833867441861,43
455,Estonia,EU,2004,0.00332773058,0.561496251131579,0.4351760017894737,0.7873474036842105,38
456,Estonia,EU,2009,0.005324682149999999,0.045377465000000006,0.94929785,0.94929785,2
457,Estonia,EU,2010,0.002513074501860465,0.5899251009534884,0.40756182302325583,0.7560006065116279,43
458,Estonia,EU,2011,0.0020305242692307693,0.15753295338461537,0.8404365207692308,0.8588883192307691,13
459,Estonia,EU,2013,0.0022358806,0.5982394,0.39952463,0.5982394,1
460,Estonia,EU,2017,0.011915704648571428,0.12480821048571428,0.8632760882857142,0.887834814,35
461,Estonia,NATO,2001,0.0018261514030303032,0.6276143727272727,0.3705594843030303,0.7806532787878788,33
462,Estonia,NATO,2004,0.0026488986784210526,0.6300176505263158,0.3673334562631579,0.8263379763157894,38
463,Estonia,NATO,2009,0.0018261959400000002,0.19429634285714287,0.8038774592857143,0.8038774592857143,14
464,Estonia,NATO,2010,0.003671733594642857,0.7299354528571429,0.2663928236964286,0.8111211610714285,28
465,Estonia,NATO,2011,0.0017867357375,0.1687483977,0.8294648710000001,0.8619718015,20
466,Estonia,NATO,2013,0.0016284003166666665,0.8100801566666668,0.1882914305,0.8100801566666668,6
467,Estonia,NATO,2017,0.021245274214782606,0.18945679639130436,0.7892979213043477,0.8027784852173913,23
468,Estonia,NATO,2019,0.0010228790766666667,0.6872733483333334,0.3117037583333333,0.8136858766666667,6
469,Estonia,RUSSIA,2001,0.10862355046666668,0.4054124164285714,0.48596403400000004,0.7663180961904762,21
470,Estonia,RUSSIA,2004,0.008991278850000001,0.730868225,0.260140466,0.730868225,4
471,Estonia,RUSSIA,2010,0.31454118106,0.44496964180000004,0.2404891964,0.783017952,5
472,Estonia,RUSSIA,2011,0.08082031465,0.0210664045,0.8981133099999999,0.8981133099999999,4
473,Estonia,RUSSIA,2017,0.5599588733846154,0.045844079153846154,0.3941970369230769,0.7446889784615384,13
474,Estonia,US,2001,0.0007768341933333334,0.8733096533333334,0.12591348266666666,0.8733096533333334,3
475,Estonia,US,2004,0.000439762096,0.937252848,0.0623073936,0.937252848,5
476,Estonia,US,2010,0.00183265243,0.7494220666666666,0.248745293,0.8606805066666666,6
477,Estonia,US,2017,0.0008910971166666667,0.43568952450000004,0.5634193733333334,0.8908329166666666,6
478,Ethiopia,CHINA,2002,0.012773360095555556,0.5152315793333333,0.47199505,0.9019637188888888,9
479,Ethiopia,EU,2002,0.01116826118,0.5332653595,0.455566374,0.776744187,10
480,Ethiopia,RUSSIA,2002,0.017583329499999998,0.353387570125,0.629029104375,0.93744213125,8
481,Ethiopia,US,2002,0.030923276550526315,0.35476281378947366,0.6143139125789474,0.7964163868421053,19
482,Finland,CHINA,2001,0.13890322,0.032970216,0.8281266,0.8281266,1
483,Finland,CHINA,2004,0.0263801439,0.22125416372727272,0.75236568,0.8155612863636363,11
484,Finland,CHINA,2006,0.019845482424999998,0.022158201375,0.9579963225,0.9579963225,4
485,Finland,CHINA,2009,0.0978369165,0.08919317683333333,0.8129699038888889,0.8599994594444444,18
486,Finland,CHINA,2012,0.03669852929230769,0.03708084103461538,0.9262206246153847,0.9262206246153847,52
487,Finland,CHINA,2013,0.05334347422884615,0.05798545594230769,0.8886710675,0.8989087386538461,52
488,Finland,CHINA,2016,0.009603569740000002,0.1878311576,0.8025653119999999,0.9305700720000001,5
